fare_id,route_id,origin_id,destination_id,contains_id
62,,ROCK,CAST,
83,,ROCK,DUBL,
75,,ROCK,NCON,
85,,ROCK,PITT,
85,,ROCK,SSAN,
89,,ROCK,SBRN,
174,,ROCK,SFIA,
96,,ROCK,MLBR,
80,,ROCK,WDUB,
56,,WOAK,RICH,
50,,WOAK,DELN,
45,,WOAK,PLZA,
39,,WOAK,NBRK,
37,,WOAK,DBRK,
35,,WOAK,ASHB,
35,,WOAK,MCAR,
35,,WOAK,19TH,
35,,WOAK,12TH,
35,,WOAK,LAKE,
35,,WOAK,FTVL,
40,,WOAK,COLS,
49,,WOAK,SANL,
56,,WOAK,BAYF,
62,,WOAK,HAYW,
68,,WOAK,SHAY,
77,,WOAK,UCTY,
83,,WOAK,FRMT,
77,,WOAK,CONC,
70,,WOAK,PHIL,
67,,WOAK,WCRK,
60,,WOAK,LAFY,
48,,WOAK,ORIN,
35,,WOAK,ROCK,
105,,WOAK,WOAK,
58,,WOAK,EMBR,
58,,WOAK,MONT,
58,,WOAK,POWL,
58,,WOAK,CIVC,
63,,WOAK,16TH,
65,,WOAK,24TH,
69,,WOAK,GLEN,
72,,WOAK,BALB,
76,,WOAK,DALY,
76,,WOAK,COLM,
63,,WOAK,CAST,
83,,WOAK,DUBL,
81,,WOAK,NCON,
90,,WOAK,PITT,
79,,WOAK,SSAN,
84,,WOAK,SBRN,
168,,WOAK,SFIA,
90,,WOAK,MLBR,
80,,WOAK,WDUB,
86,,EMBR,RICH,
82,,EMBR,DELN,
79,,EMBR,PLZA,
75,,EMBR,NBRK,
74,,EMBR,DBRK,
71,,EMBR,ASHB,
67,,EMBR,MCAR,
63,,EMBR,19TH,
63,,EMBR,12TH,
63,,EMBR,LAKE,
71,,EMBR,FTVL,
77,,EMBR,COLS,
83,,EMBR,SANL,
87,,EMBR,BAYF,
92,,EMBR,HAYW,
98,,EMBR,SHAY,
107,,EMBR,UCTY,
113,,EMBR,FRMT,
107,,EMBR,CONC,
100,,EMBR,PHIL,
97,,EMBR,WCRK,
90,,EMBR,LAFY,
83,,EMBR,ORIN,
71,,EMBR,ROCK,
58,,EMBR,WOAK,
105,,EMBR,EMBR,
35,,EMBR,MONT,
35,,EMBR,POWL,
35,,EMBR,CIVC,
35,,EMBR,16TH,
35,,EMBR,24TH,
35,,EMBR,GLEN,
36,,EMBR,BALB,
60,,EMBR,DALY,
66,,EMBR,COLM,
92,,EMBR,CAST,
113,,EMBR,DUBL,
111,,EMBR,NCON,
120,,EMBR,PITT,
72,,EMBR,SSAN,
79,,EMBR,SBRN,
165,,EMBR,SFIA,
86,,EMBR,MLBR,
110,,EMBR,WDUB,
86,,MONT,RICH,
82,,MONT,DELN,
79,,MONT,PLZA,
75,,MONT,NBRK,
74,,MONT,DBRK,
71,,MONT,ASHB,
67,,MONT,MCAR,
63,,MONT,19TH,
63,,MONT,12TH,
63,,MONT,LAKE,
71,,MONT,FTVL,
77,,MONT,COLS,
83,,MONT,SANL,
87,,MONT,BAYF,
92,,MONT,HAYW,
98,,MONT,SHAY,
107,,MONT,UCTY,
113,,MONT,FRMT,
107,,MONT,CONC,
100,,MONT,PHIL,
97,,MONT,WCRK,
90,,MONT,LAFY,
83,,MONT,ORIN,
71,,MONT,ROCK,
58,,MONT,WOAK,
35,,MONT,EMBR,
105,,MONT,MONT,
35,,MONT,POWL,
35,,MONT,CIVC,
35,,MONT,16TH,
35,,MONT,24TH,
35,,MONT,GLEN,
36,,MONT,BALB,
60,,MONT,DALY,
66,,MONT,COLM,
92,,MONT,CAST,
113,,MONT,DUBL,
111,,MONT,NCON,
120,,MONT,PITT,
72,,MONT,SSAN,
79,,MONT,SBRN,
165,,MONT,SFIA,
86,,MONT,MLBR,
110,,MONT,WDUB,
86,,POWL,RICH,
82,,POWL,DELN,
79,,POWL,PLZA,
75,,POWL,NBRK,
74,,POWL,DBRK,
71,,POWL,ASHB,
67,,POWL,MCAR,
63,,POWL,19TH,
63,,POWL,12TH,
63,,POWL,LAKE,
71,,POWL,FTVL,
77,,POWL,COLS,
83,,POWL,SANL,
87,,POWL,BAYF,
92,,POWL,HAYW,
98,,POWL,SHAY,
107,,POWL,UCTY,
113,,POWL,FRMT,
107,,POWL,CONC,
100,,POWL,PHIL,
97,,POWL,WCRK,
90,,POWL,LAFY,
83,,POWL,ORIN,
71,,POWL,ROCK,
58,,POWL,WOAK,
35,,POWL,EMBR,
35,,POWL,MONT,
105,,POWL,POWL,
35,,POWL,CIVC,
35,,POWL,16TH,
35,,POWL,24TH,
35,,POWL,GLEN,
36,,POWL,BALB,
60,,POWL,DALY,
66,,POWL,COLM,
92,,POWL,CAST,
113,,POWL,DUBL,
111,,POWL,NCON,
120,,POWL,PITT,
72,,POWL,SSAN,
79,,POWL,SBRN,
165,,POWL,SFIA,
86,,POWL,MLBR,
110,,POWL,WDUB,
86,,CIVC,RICH,
82,,CIVC,DELN,
79,,CIVC,PLZA,
75,,CIVC,NBRK,
74,,CIVC,DBRK,
71,,CIVC,ASHB,
67,,CIVC,MCAR,
63,,CIVC,19TH,
63,,CIVC,12TH,
63,,CIVC,LAKE,
71,,CIVC,FTVL,
77,,CIVC,COLS,
83,,CIVC,SANL,
87,,CIVC,BAYF,
92,,CIVC,HAYW,
98,,CIVC,SHAY,
107,,CIVC,UCTY,
113,,CIVC,FRMT,
107,,CIVC,CONC,
100,,CIVC,PHIL,
97,,CIVC,WCRK,
90,,CIVC,LAFY,
83,,CIVC,ORIN,
71,,CIVC,ROCK,
58,,CIVC,WOAK,
35,,CIVC,EMBR,
35,,CIVC,MONT,
35,,CIVC,POWL,
105,,CIVC,CIVC,
35,,CIVC,16TH,
35,,CIVC,24TH,
35,,CIVC,GLEN,
36,,CIVC,BALB,
60,,CIVC,DALY,
66,,CIVC,COLM,
92,,CIVC,CAST,
113,,CIVC,DUBL,
111,,CIVC,NCON,
120,,CIVC,PITT,
72,,CIVC,SSAN,
79,,CIVC,SBRN,
165,,CIVC,SFIA,
86,,CIVC,MLBR,
110,,CIVC,WDUB,
87,,16TH,RICH,
84,,16TH,DELN,
80,,16TH,PLZA,
77,,16TH,NBRK,
76,,16TH,DBRK,
74,,16TH,ASHB,
70,,16TH,MCAR,
66,,16TH,19TH,
66,,16TH,12TH,
66,,16TH,LAKE,
74,,16TH,FTVL,
79,,16TH,COLS,
84,,16TH,SANL,
89,,16TH,BAYF,
94,,16TH,HAYW,
99,,16TH,SHAY,
108,,16TH,UCTY,
114,,16TH,FRMT,
108,,16TH,CONC,
101,,16TH,PHIL,
98,,16TH,WCRK,
91,,16TH,LAFY,
85,,16TH,ORIN,
74,,16TH,ROCK,
63,,16TH,WOAK,
35,,16TH,EMBR,
35,,16TH,MONT,
35,,16TH,POWL,
35,,16TH,CIVC,
105,,16TH,16TH,
35,,16TH,24TH,
35,,16TH,GLEN,
35,,16TH,BALB,
56,,16TH,DALY,
63,,16TH,COLM,
94,,16TH,CAST,
114,,16TH,DUBL,
112,,16TH,NCON,
122,,16TH,PITT,
69,,16TH,SSAN,
76,,16TH,SBRN,
163,,16TH,SFIA,
85,,16TH,MLBR,
111,,16TH,WDUB,
88,,24TH,RICH,
84,,24TH,DELN,
81,,24TH,PLZA,
78,,24TH,NBRK,
77,,24TH,DBRK,
75,,24TH,ASHB,
72,,24TH,MCAR,
68,,24TH,19TH,
68,,24TH,12TH,
68,,24TH,LAKE,
76,,24TH,FTVL,
80,,24TH,COLS,
85,,24TH,SANL,
90,,24TH,BAYF,
95,,24TH,HAYW,
100,,24TH,SHAY,
109,,24TH,UCTY,
115,,24TH,FRMT,
109,,24TH,CONC,
102,,24TH,PHIL,
99,,24TH,WCRK,
92,,24TH,LAFY,
86,,24TH,ORIN,
75,,24TH,ROCK,
65,,24TH,WOAK,
35,,24TH,EMBR,
35,,24TH,MONT,
35,,24TH,POWL,
35,,24TH,CIVC,
35,,24TH,16TH,
105,,24TH,24TH,
35,,24TH,GLEN,
35,,24TH,BALB,
56,,24TH,DALY,
61,,24TH,COLM,
95,,24TH,CAST,
115,,24TH,DUBL,
113,,24TH,NCON,
123,,24TH,PITT,
67,,24TH,SSAN,
74,,24TH,SBRN,
161,,24TH,SFIA,
83,,24TH,MLBR,
112,,24TH,WDUB,
91,,GLEN,RICH,
87,,GLEN,DELN,
84,,GLEN,PLZA,
81,,GLEN,NBRK,
80,,GLEN,DBRK,
78,,GLEN,ASHB,
76,,GLEN,MCAR,
73,,GLEN,19TH,
73,,GLEN,12TH,
73,,GLEN,LAKE,
79,,GLEN,FTVL,
82,,GLEN,COLS,
88,,GLEN,SANL,
92,,GLEN,BAYF,
97,,GLEN,HAYW,
103,,GLEN,SHAY,
112,,GLEN,UCTY,
118,,GLEN,FRMT,
112,,GLEN,CONC,
105,,GLEN,PHIL,
102,,GLEN,WCRK,
95,,GLEN,LAFY,
88,,GLEN,ORIN,
78,,GLEN,ROCK,
69,,GLEN,WOAK,
35,,GLEN,EMBR,
35,,GLEN,MONT,
35,,GLEN,POWL,
35,,GLEN,CIVC,
35,,GLEN,16TH,
35,,GLEN,24TH,
105,,GLEN,GLEN,
35,,GLEN,BALB,
56,,GLEN,DALY,
59,,GLEN,COLM,
97,,GLEN,CAST,
118,,GLEN,DUBL,
116,,GLEN,NCON,
125,,GLEN,PITT,
62,,GLEN,SSAN,
70,,GLEN,SBRN,
157,,GLEN,SFIA,
79,,GLEN,MLBR,
115,,GLEN,WDUB,
92,,BALB,RICH,
88,,BALB,DELN,
85,,BALB,PLZA,
82,,BALB,NBRK,
81,,BALB,DBRK,
79,,BALB,ASHB,
77,,BALB,MCAR,
75,,BALB,19TH,
75,,BALB,12TH,
75,,BALB,LAKE,
80,,BALB,FTVL,
84,,BALB,COLS,
89,,BALB,SANL,
93,,BALB,BAYF,
99,,BALB,HAYW,
104,,BALB,SHAY,
113,,BALB,UCTY,
119,,BALB,FRMT,
113,,BALB,CONC,
106,,BALB,PHIL,
103,,BALB,WCRK,
96,,BALB,LAFY,
90,,BALB,ORIN,
79,,BALB,ROCK,
72,,BALB,WOAK,
36,,BALB,EMBR,
36,,BALB,MONT,
36,,BALB,POWL,
36,,BALB,CIVC,
35,,BALB,16TH,
35,,BALB,24TH,
35,,BALB,GLEN,
105,,BALB,BALB,
56,,BALB,DALY,
59,,BALB,COLM,
99,,BALB,CAST,
119,,BALB,DUBL,
117,,BALB,NCON,
126,,BALB,PITT,
59,,BALB,SSAN,
67,,BALB,SBRN,
154,,BALB,SFIA,
76,,BALB,MLBR,
116,,BALB,WDUB,
95,,DALY,RICH,
91,,DALY,DELN,
88,,DALY,PLZA,
84,,DALY,NBRK,
83,,DALY,DBRK,
81,,DALY,ASHB,
79,,DALY,MCAR,
77,,DALY,19TH,
77,,DALY,12TH,
77,,DALY,LAKE,
83,,DALY,FTVL,
86,,DALY,COLS,
91,,DALY,SANL,
96,,DALY,BAYF,
101,,DALY,HAYW,
106,,DALY,SHAY,
115,,DALY,UCTY,
122,,DALY,FRMT,
116,,DALY,CONC,
108,,DALY,PHIL,
105,,DALY,WCRK,
99,,DALY,LAFY,
92,,DALY,ORIN,
82,,DALY,ROCK,
76,,DALY,WOAK,
60,,DALY,EMBR,
60,,DALY,MONT,
60,,DALY,POWL,
60,,DALY,CIVC,
56,,DALY,16TH,
56,,DALY,24TH,
56,,DALY,GLEN,
56,,DALY,BALB,
105,,DALY,DALY,
59,,DALY,COLM,
101,,DALY,CAST,
121,,DALY,DUBL,
119,,DALY,NCON,
129,,DALY,PITT,
59,,DALY,SSAN,
59,,DALY,SBRN,
150,,DALY,SFIA,
72,,DALY,MLBR,
118,,DALY,WDUB,
94,,COLM,RICH,
90,,COLM,DELN,
87,,COLM,PLZA,
84,,COLM,NBRK,
83,,COLM,DBRK,
81,,COLM,ASHB,
79,,COLM,MCAR,
77,,COLM,19TH,
77,,COLM,12TH,
77,,COLM,LAKE,
82,,COLM,FTVL,
86,,COLM,COLS,
91,,COLM,SANL,
95,,COLM,BAYF,
101,,COLM,HAYW,
106,,COLM,SHAY,
115,,COLM,UCTY,
121,,COLM,FRMT,
115,,COLM,CONC,
108,,COLM,PHIL,
105,,COLM,WCRK,
98,,COLM,LAFY,
91,,COLM,ORIN,
81,,COLM,ROCK,
76,,COLM,WOAK,
66,,COLM,EMBR,
66,,COLM,MONT,
66,,COLM,POWL,
66,,COLM,CIVC,
63,,COLM,16TH,
61,,COLM,24TH,
59,,COLM,GLEN,
59,,COLM,BALB,
59,,COLM,DALY,
105,,COLM,COLM,
101,,COLM,CAST,
121,,COLM,DUBL,
119,,COLM,NCON,
128,,COLM,PITT,
59,,COLM,SSAN,
59,,COLM,SBRN,
146,,COLM,SFIA,
69,,COLM,MLBR,
118,,COLM,WDUB,
78,,CAST,RICH,
74,,CAST,DELN,
71,,CAST,PLZA,
67,,CAST,NBRK,
67,,CAST,DBRK,
65,,CAST,ASHB,
62,,CAST,MCAR,
61,,CAST,19TH,
61,,CAST,12TH,
61,,CAST,LAKE,
53,,CAST,FTVL,
47,,CAST,COLS,
35,,CAST,SANL,
35,,CAST,BAYF,
35,,CAST,HAYW,
48,,CAST,SHAY,
61,,CAST,UCTY,
68,,CAST,FRMT,
96,,CAST,CONC,
88,,CAST,PHIL,
85,,CAST,WCRK,
79,,CAST,LAFY,
72,,CAST,ORIN,
62,,CAST,ROCK,
63,,CAST,WOAK,
92,,CAST,EMBR,
92,,CAST,MONT,
92,,CAST,POWL,
92,,CAST,CIVC,
94,,CAST,16TH,
95,,CAST,24TH,
97,,CAST,GLEN,
99,,CAST,BALB,
101,,CAST,DALY,
101,,CAST,COLM,
105,,CAST,CAST,
35,,CAST,DUBL,
99,,CAST,NCON,
109,,CAST,PITT,
104,,CAST,SSAN,
109,,CAST,SBRN,
193,,CAST,SFIA,
115,,CAST,MLBR,
35,,CAST,WDUB,
98,,DUBL,RICH,
94,,DUBL,DELN,
91,,DUBL,PLZA,
88,,DUBL,NBRK,
87,,DUBL,DBRK,
85,,DUBL,ASHB,
83,,DUBL,MCAR,
81,,DUBL,19TH,
81,,DUBL,12TH,
81,,DUBL,LAKE,
76,,DUBL,FTVL,
73,,DUBL,COLS,
67,,DUBL,SANL,
35,,DUBL,BAYF,
68,,DUBL,HAYW,
74,,DUBL,SHAY,
83,,DUBL,UCTY,
89,,DUBL,FRMT,
116,,DUBL,CONC,
108,,DUBL,PHIL,
106,,DUBL,WCRK,
99,,DUBL,LAFY,
92,,DUBL,ORIN,
83,,DUBL,ROCK,
83,,DUBL,WOAK,
113,,DUBL,EMBR,
113,,DUBL,MONT,
113,,DUBL,POWL,
113,,DUBL,CIVC,
114,,DUBL,16TH,
115,,DUBL,24TH,
118,,DUBL,GLEN,
119,,DUBL,BALB,
121,,DUBL,DALY,
121,,DUBL,COLM,
35,,DUBL,CAST,
105,,DUBL,DUBL,
120,,DUBL,NCON,
129,,DUBL,PITT,
124,,DUBL,SSAN,
129,,DUBL,SBRN,
214,,DUBL,SFIA,
135,,DUBL,MLBR,
35,,DUBL,WDUB,
89,,NCON,RICH,
86,,NCON,DELN,
83,,NCON,PLZA,
79,,NCON,NBRK,
78,,NCON,DBRK,
78,,NCON,ASHB,
78,,NCON,MCAR,
78,,NCON,19TH,
78,,NCON,12TH,
78,,NCON,LAKE,
81,,NCON,FTVL,
85,,NCON,COLS,
90,,NCON,SANL,
94,,NCON,BAYF,
99,,NCON,HAYW,
105,,NCON,SHAY,
114,,NCON,UCTY,
120,,NCON,FRMT,
35,,NCON,CONC,
35,,NCON,PHIL,
35,,NCON,WCRK,
56,,NCON,LAFY,
65,,NCON,ORIN,
75,,NCON,ROCK,
81,,NCON,WOAK,
111,,NCON,EMBR,
111,,NCON,MONT,
111,,NCON,POWL,
111,,NCON,CIVC,
112,,NCON,16TH,
113,,NCON,24TH,
116,,NCON,GLEN,
117,,NCON,BALB,
119,,NCON,DALY,
119,,NCON,COLM,
99,,NCON,CAST,
120,,NCON,DUBL,
105,,NCON,NCON,
35,,NCON,PITT,
122,,NCON,SSAN,
127,,NCON,SBRN,
212,,NCON,SFIA,
133,,NCON,MLBR,
117,,NCON,WDUB,
99,,PITT,RICH,
95,,PITT,DELN,
92,,PITT,PLZA,
89,,PITT,NBRK,
88,,PITT,DBRK,
87,,PITT,ASHB,
87,,PITT,MCAR,
88,,PITT,19TH,
88,,PITT,12TH,
88,,PITT,LAKE,
90,,PITT,FTVL,
94,,PITT,COLS,
99,,PITT,SANL,
104,,PITT,BAYF,
109,,PITT,HAYW,
114,,PITT,SHAY,
123,,PITT,UCTY,
129,,PITT,FRMT,
35,,PITT,CONC,
35,,PITT,PHIL,
35,,PITT,WCRK,
68,,PITT,LAFY,
74,,PITT,ORIN,
85,,PITT,ROCK,
90,,PITT,WOAK,
120,,PITT,EMBR,
120,,PITT,MONT,
120,,PITT,POWL,
120,,PITT,CIVC,
122,,PITT,16TH,
123,,PITT,24TH,
125,,PITT,GLEN,
126,,PITT,BALB,
129,,PITT,DALY,
128,,PITT,COLM,
109,,PITT,CAST,
129,,PITT,DUBL,
35,,PITT,NCON,
105,,PITT,PITT,
132,,PITT,SSAN,
137,,PITT,SBRN,
221,,PITT,SFIA,
143,,PITT,MLBR,
126,,PITT,WDUB,
98,,SSAN,RICH,
94,,SSAN,DELN,
91,,SSAN,PLZA,
87,,SSAN,NBRK,
86,,SSAN,DBRK,
84,,SSAN,ASHB,
82,,SSAN,MCAR,
80,,SSAN,19TH,
80,,SSAN,12TH,
80,,SSAN,LAKE,
86,,SSAN,FTVL,
89,,SSAN,COLS,
94,,SSAN,SANL,
99,,SSAN,BAYF,
104,,SSAN,HAYW,
109,,SSAN,SHAY,
118,,SSAN,UCTY,
125,,SSAN,FRMT,
119,,SSAN,CONC,
111,,SSAN,PHIL,
108,,SSAN,WCRK,
102,,SSAN,LAFY,
95,,SSAN,ORIN,
85,,SSAN,ROCK,
79,,SSAN,WOAK,
72,,SSAN,EMBR,
72,,SSAN,MONT,
72,,SSAN,POWL,
72,,SSAN,CIVC,
69,,SSAN,16TH,
67,,SSAN,24TH,
62,,SSAN,GLEN,
59,,SSAN,BALB,
59,,SSAN,DALY,
59,,SSAN,COLM,
104,,SSAN,CAST,
124,,SSAN,DUBL,
122,,SSAN,NCON,
132,,SSAN,PITT,
105,,SSAN,SSAN,
59,,SSAN,SBRN,
140,,SSAN,SFIA,
59,,SSAN,MLBR,
121,,SSAN,WDUB,
102,,SBRN,RICH,
98,,SBRN,DELN,
95,,SBRN,PLZA,
92,,SBRN,NBRK,
91,,SBRN,DBRK,
89,,SBRN,ASHB,
87,,SBRN,MCAR,
85,,SBRN,19TH,
85,,SBRN,12TH,
85,,SBRN,LAKE,
90,,SBRN,FTVL,
94,,SBRN,COLS,
99,,SBRN,SANL,
104,,SBRN,BAYF,
109,,SBRN,HAYW,
114,,SBRN,SHAY,
123,,SBRN,UCTY,
129,,SBRN,FRMT,
123,,SBRN,CONC,
116,,SBRN,PHIL,
113,,SBRN,WCRK,
106,,SBRN,LAFY,
100,,SBRN,ORIN,
89,,SBRN,ROCK,
84,,SBRN,WOAK,
79,,SBRN,EMBR,
79,,SBRN,MONT,
79,,SBRN,POWL,
79,,SBRN,CIVC,
76,,SBRN,16TH,
74,,SBRN,24TH,
70,,SBRN,GLEN,
67,,SBRN,BALB,
59,,SBRN,DALY,
59,,SBRN,COLM,
109,,SBRN,CAST,
129,,SBRN,DUBL,
127,,SBRN,NCON,
137,,SBRN,PITT,
59,,SBRN,SSAN,
105,,SBRN,SBRN,
140,,SBRN,SFIA,
59,,SBRN,MLBR,
126,,SBRN,WDUB,
187,,SFIA,RICH,
183,,SFIA,DELN,
180,,SFIA,PLZA,
177,,SFIA,NBRK,
176,,SFIA,DBRK,
174,,SFIA,ASHB,
172,,SFIA,MCAR,
170,,SFIA,19TH,
170,,SFIA,12TH,
170,,SFIA,LAKE,
175,,SFIA,FTVL,
179,,SFIA,COLS,
184,,SFIA,SANL,
188,,SFIA,BAYF,
194,,SFIA,HAYW,
199,,SFIA,SHAY,
208,,SFIA,UCTY,
214,,SFIA,FRMT,
208,,SFIA,CONC,
201,,SFIA,PHIL,
198,,SFIA,WCRK,
191,,SFIA,LAFY,
184,,SFIA,ORIN,
174,,SFIA,ROCK,
168,,SFIA,WOAK,
165,,SFIA,EMBR,
165,,SFIA,MONT,
165,,SFIA,POWL,
165,,SFIA,CIVC,
163,,SFIA,16TH,
161,,SFIA,24TH,
157,,SFIA,GLEN,
154,,SFIA,BALB,
150,,SFIA,DALY,
146,,SFIA,COLM,
193,,SFIA,CAST,
214,,SFIA,DUBL,
212,,SFIA,NCON,
221,,SFIA,PITT,
140,,SFIA,SSAN,
140,,SFIA,SBRN,
105,,SFIA,SFIA,
81,,SFIA,MLBR,
211,,SFIA,WDUB,
108,,MLBR,RICH,
104,,MLBR,DELN,
101,,MLBR,PLZA,
98,,MLBR,NBRK,
97,,MLBR,DBRK,
95,,MLBR,ASHB,
93,,MLBR,MCAR,
91,,MLBR,19TH,
91,,MLBR,12TH,
91,,MLBR,LAKE,
96,,MLBR,FTVL,
100,,MLBR,COLS,
105,,MLBR,SANL,
110,,MLBR,BAYF,
115,,MLBR,HAYW,
120,,MLBR,SHAY,
129,,MLBR,UCTY,
135,,MLBR,FRMT,
129,,MLBR,CONC,
122,,MLBR,PHIL,
119,,MLBR,WCRK,
113,,MLBR,LAFY,
106,,MLBR,ORIN,
96,,MLBR,ROCK,
90,,MLBR,WOAK,
86,,MLBR,EMBR,
86,,MLBR,MONT,
86,,MLBR,POWL,
86,,MLBR,CIVC,
85,,MLBR,16TH,
83,,MLBR,24TH,
79,,MLBR,GLEN,
76,,MLBR,BALB,
72,,MLBR,DALY,
69,,MLBR,COLM,
115,,MLBR,CAST,
135,,MLBR,DUBL,
133,,MLBR,NCON,
143,,MLBR,PITT,
59,,MLBR,SSAN,
59,,MLBR,SBRN,
81,,MLBR,SFIA,
105,,MLBR,MLBR,
132,,MLBR,WDUB,
95,,WDUB,RICH,
91,,WDUB,DELN,
88,,WDUB,PLZA,
85,,WDUB,NBRK,
84,,WDUB,DBRK,
82,,WDUB,ASHB,
80,,WDUB,MCAR,
78,,WDUB,19TH,
78,,WDUB,12TH,
78,,WDUB,LAKE,
73,,WDUB,FTVL,
70,,WDUB,COLS,
65,,WDUB,SANL,
35,,WDUB,BAYF,
65,,WDUB,HAYW,
70,,WDUB,SHAY,
79,,WDUB,UCTY,
86,,WDUB,FRMT,
113,,WDUB,CONC,
105,,WDUB,PHIL,
103,,WDUB,WCRK,
96,,WDUB,LAFY,
89,,WDUB,ORIN,
80,,WDUB,ROCK,
80,,WDUB,WOAK,
110,,WDUB,EMBR,
110,,WDUB,MONT,
110,,WDUB,POWL,
110,,WDUB,CIVC,
111,,WDUB,16TH,
112,,WDUB,24TH,
115,,WDUB,GLEN,
116,,WDUB,BALB,
118,,WDUB,DALY,
118,,WDUB,COLM,
35,,WDUB,CAST,
35,,WDUB,DUBL,
117,,WDUB,NCON,
126,,WDUB,PITT,
121,,WDUB,SSAN,
126,,WDUB,SBRN,
211,,WDUB,SFIA,
132,,WDUB,MLBR,
105,,WDUB,WDUB,
